Loading checkpoint models/117M/model.ckpt
Loading dataset...
100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 1/1 [00:00<00:00,  1.62it/s]
dataset has 61451752 tokens
Training...
[1 | 8.32] loss=2.05 avg=2.05
[1144 | 6890.46] loss=2.08 avg=1.09
[1145 | 6895.77] loss=1.19 avg=1.09
[1146 | 6901.25] loss=1.38 avg=1.09
[1147 | 6906.70] loss=2.01 avg=1.10
[1148 | 6912.09] loss=0.74 avg=1.10
[1149 | 6917.40] loss=0.93 avg=1.10
[1150 | 6922.76] loss=1.05 avg=1.09
[1151 | 6928.10] loss=1.31 avg=1.10
[1152 | 6933.33] loss=1.78 avg=1.10
[1153 | 6938.55] loss=0.94 avg=1.10
[1154 | 6943.80] loss=1.44 avg=1.11
[1155 | 6949.15] loss=1.10 avg=1.11
[1156 | 6954.47] loss=1.35 avg=1.11
[1157 | 6959.65] loss=0.80 avg=1.11
[1158 | 6964.98] loss=1.36 avg=1.11
[1159 | 6970.37] loss=1.04 avg=1.11
[1160 | 6975.86] loss=0.60 avg=1.10
[1161 | 6981.18] loss=1.57 avg=1.11
[1162 | 6986.70] loss=0.95 avg=1.11
[1163 | 6992.10] loss=1.06 avg=1.10
[1164 | 6997.43] loss=1.62 avg=1.11
[1165 | 7002.77] loss=1.43 avg=1.11
[1166 | 7008.11] loss=1.32 avg=1.12
[1167 | 7013.54] loss=1.03 avg=1.11
[1168 | 7018.97] loss=0.89 avg=1.11
[1169 | 7024.35] loss=1.09 avg=1.11
[1170 | 7029.83] loss=0.93 avg=1.11
[1171 | 7035.31] loss=0.82 avg=1.11
[1172 | 7040.86] loss=1.40 avg=1.11
[1173 | 7046.26] loss=1.30 avg=1.11
[1174 | 7051.90] loss=0.90 avg=1.11
[1175 | 7057.28] loss=1.02 avg=1.11
[1176 | 7062.77] loss=1.09 avg=1.11
[1177 | 7068.05] loss=0.54 avg=1.10
[1178 | 7073.60] loss=1.01 avg=1.10
[1179 | 7079.16] loss=1.08 avg=1.10
[1180 | 7084.50] loss=1.12 avg=1.10
[1181 | 7089.93] loss=0.85 avg=1.10
[1182 | 7095.27] loss=1.38 avg=1.10
[1183 | 7100.82] loss=1.44 avg=1.11
[1184 | 7106.14] loss=1.33 avg=1.11
[1185 | 7111.40] loss=1.26 avg=1.11
[1186 | 7116.71] loss=1.02 avg=1.11
[1187 | 7122.02] loss=1.04 avg=1.11
[1188 | 7127.32] loss=1.11 avg=1.11
[1189 | 7132.64] loss=1.37 avg=1.11
[1190 | 7138.02] loss=1.80 avg=1.12
[1191 | 7143.21] loss=0.85 avg=1.11
[1192 | 7148.45] loss=0.60 avg=1.11
[1193 | 7153.75] loss=1.79 avg=1.12
[1194 | 7159.08] loss=0.93 avg=1.11
[1196 | 8.64] loss=0.91 avg=0.91
[1197 | 13.84] loss=1.22 avg=1.07
[1198 | 19.04] loss=1.26 avg=1.13
[1199 | 24.23] loss=1.10 avg=1.12
Generating samples...
======== SAMPLE 1 ========
entials:
                                       passwd                                                               authuser                                             passwd                                         # disable autofill if not enabled)
                                                           passy - 1 )
                                            **username, **password.strip if not isinstance(username, dict)):
                        passy = [username, passwd, salt['password'] if salt['auth'][username] == PASSWORD_USERAGENT if salt['passwd'][username] else passy, passwd
                                   passy.append(self.username, passwd)
                                         passy.append(passuid, salt['passwd'])

                            passy.append(passuid, authuser, salt['passwd']))

                           passy.append(passuid, authuser, # disable autofill if not enabled)

                               passy.append(passuid, passuiduser, salt['passwd'])
                               passy.append(passuid, passuiduser, authuiduser)
                               passy.append(passuid, passuiduser, authuiduser))
                            passy.append(passuid, passuiduser, # disable auto-admin if not enabled)
                              passy.append(passuid, passuiduser, authuiduser)

                           passy.append(passuid, passuiduser)
                                passy.append(passuid, passuiduser)
                                   passy.append(passuid, passuiduser)

                               passy.append(passuid, passuiduser)
                       

[1200 | 107.24] loss=0.93 avg=1.08
[1201 | 112.45] loss=1.23 avg=1.11
[1202 | 117.67] loss=1.20 avg=1.12
[1203 | 122.84] loss=1.03 avg=1.11
[1204 | 128.15] loss=0.88 avg=1.08
[1205 | 133.40] loss=0.98 avg=1.07
[1206 | 138.62] loss=0.95 avg=1.06
[1207 | 143.80] loss=1.17 avg=1.07
[1208 | 148.98] loss=0.99 avg=1.06
[1209 | 154.19] loss=0.79 avg=1.04
[1210 | 159.46] loss=0.99 avg=1.04
[1211 | 164.76] loss=1.37 avg=1.06
[1212 | 170.18] loss=0.97 avg=1.06
[1213 | 175.53] loss=0.79 avg=1.04
[1214 | 180.90] loss=1.10 avg=1.04
[1215 | 186.39] loss=1.19 avg=1.05
[1216 | 191.78] loss=0.59 avg=1.03
[1217 | 197.26] loss=1.32 avg=1.04
[1218 | 202.66] loss=1.14 avg=1.05
[1219 | 208.09] loss=0.85 avg=1.04
[1220 | 213.43] loss=1.06 avg=1.04
[1221 | 218.77] loss=1.36 avg=1.05
[1222 | 224.12] loss=1.62 avg=1.08
[1223 | 229.51] loss=1.76 avg=1.10
[1224 | 234.89] loss=1.33 avg=1.11
[1225 | 240.21] loss=0.63 avg=1.09
[1226 | 245.62] loss=1.40 avg=1.11
[1227 | 250.98] loss=1.04 avg=1.10
[1228 | 256.29] loss=1.40 avg=1.11
[1229 | 261.74] loss=0.37 avg=1.09
[1230 | 267.22] loss=1.07 avg=1.09
[1231 | 272.69] loss=1.30 avg=1.09
[1232 | 278.18] loss=1.43 avg=1.10
[1233 | 283.70] loss=1.20 avg=1.11
[1234 | 289.23] loss=0.85 avg=1.10
[1235 | 294.81] loss=0.88 avg=1.09
[1236 | 300.32] loss=1.61 avg=1.11
[1237 | 305.81] loss=1.61 avg=1.12
[1238 | 311.17] loss=1.65 avg=1.14
[1239 | 316.56] loss=1.02 avg=1.13
[1240 | 322.05] loss=1.20 avg=1.14
[1241 | 327.49] loss=0.89 avg=1.13
[1242 | 332.96] loss=0.76 avg=1.12
[1243 | 338.48] loss=0.83 avg=1.11
[1244 | 343.90] loss=1.81 avg=1.13
[1245 | 349.42] loss=1.14 avg=1.13
[1246 | 354.82] loss=0.91 avg=1.13
[1247 | 360.17] loss=1.35 avg=1.13
[1248 | 365.56] loss=1.40 avg=1.14
[1249 | 370.93] loss=0.90 avg=1.13
[1250 | 376.29] loss=0.88 avg=1.13
[1251 | 381.78] loss=1.11 avg=1.13
[1252 | 387.24] loss=0.68 avg=1.12
[1253 | 392.73] loss=1.53 avg=1.12
[1254 | 398.25] loss=0.71 avg=1.12
[1255 | 403.62] loss=0.67 avg=1.11
[1256 | 409.32] loss=1.16 avg=1.11
[1257 | 414.72] loss=1.16 avg=1.11
[1258 | 420.35] loss=0.88 avg=1.10
[1259 | 425.79] loss=1.33 avg=1.11
[1260 | 431.21] loss=0.79 avg=1.10
[1261 | 436.53] loss=1.07 avg=1.10
[1262 | 441.96] loss=1.86 avg=1.12
[1263 | 447.41] loss=0.76 avg=1.11
[1264 | 452.87] loss=1.13 avg=1.11
[1265 | 458.34] loss=0.89 avg=1.10
[1266 | 463.78] loss=1.31 avg=1.11
[1267 | 469.29] loss=1.88 avg=1.12
[1268 | 474.76] loss=0.76 avg=1.12
[1269 | 480.17] loss=0.95 avg=1.11
[1270 | 485.58] loss=0.75 avg=1.11
[1271 | 490.95] loss=0.96 avg=1.10
[1272 | 496.31] loss=1.84 avg=1.12
[1273 | 501.70] loss=0.84 avg=1.11
[1274 | 506.98] loss=0.96 avg=1.11
[1275 | 512.31] loss=1.11 avg=1.11
[1276 | 517.76] loss=0.79 avg=1.10
[1277 | 523.16] loss=0.85 avg=1.10
[1278 | 528.58] loss=1.30 avg=1.10
[1279 | 533.80] loss=0.98 avg=1.10
[1280 | 539.18] loss=1.68 avg=1.11
[1281 | 544.42] loss=1.25 avg=1.11
[1282 | 549.74] loss=1.19 avg=1.11
[1283 | 554.99] loss=0.77 avg=1.11
[1284 | 560.30] loss=0.78 avg=1.10
[1285 | 565.60] loss=1.36 avg=1.11
[1286 | 570.85] loss=1.51 avg=1.11
[1287 | 576.20] loss=0.68 avg=1.11
[1288 | 581.48] loss=1.03 avg=1.11
[1289 | 586.77] loss=0.86 avg=1.10
[1290 | 591.96] loss=1.36 avg=1.11
[1291 | 597.29] loss=0.55 avg=1.10
[1292 | 602.58] loss=1.64 avg=1.11
[1293 | 607.84] loss=0.79 avg=1.10
[1294 | 613.16] loss=0.90 avg=1.10
[1295 | 618.54] loss=1.39 avg=1.10
[1296 | 623.69] loss=0.85 avg=1.10
[1297 | 628.99] loss=1.34 avg=1.10
[1298 | 634.25] loss=1.11 avg=1.10
[1299 | 639.40] loss=0.88 avg=1.10
Generating samples...
======== SAMPLE 1 ========
' to a function, then return None.
    :type = 'string'
     :type = self.parse_string(lambda x : (string x)
     :type = 'dict').split().replace('
           '='', '.', '/*'
    :type = 'str'
    :type = self.parse_str(lambda x : (str x)
    :type = 'str'
    :type = 'int'

    :method = ['string'], args = {}

    :result = ['string'], 'result'
    :returns = {}

    :class = []

   :value = []

   :output = [True, False]

   :type = ['string'], [']
   :result = {'message': '{}', }'>
    :type = 'str'
   :type = self.parse_str(lambda x : (str x)
    :type = 'str'
    :type = 'string': '{}'}
    :type = 'int': '{}'

    :class = []

   :class = ['String'], [',', ', ,, , , , ]
  :output = {'message': '.message,}'>

   :type = 'int'

   :class = ['int']
  :class = 'int'

  :type = ['int'], [',],
  :output = {}

   :type = 'string'
  :type = self.parse_str(lambda x : (str x)
    :type = 'str'
   :type = 'string': '{}'}'
  :type = 'string': '{}'

   :type = '[', ] [', ],
  :output = [True, False]
  :class = []
  :class = ['String'], [', ] [/\s ]
  :output = [False, True]
  :class = ['int'],
  :class = 'int'

  :type = 'object'
  :type = 'object'

  :type = 'string', [])
  :type = `[object']`
  :class = [],
  :class = ['string']

  :type = '[object']`
  :class = [], [])
  :type = ['String'], [],
  :form = ["''', ''''],
  :param = ''

  :type = []['] [],
  :param = `[object]` [],
  :fname = [],
  :fname = [],
  :param = '''' [],
  :param = '''' [],
  :param = '''' [],
  :param = '''' [],
  :param = '''' [],
  :param = ''''
  :type = 'object'

  :type = ['object', 'string']

   :type = 'object' [])

  :type = `[object']` [],
  :group = []

  :group = ['string'], [
  ]

  class = 'string' [], [
  ]

  :group = ['int'], []
  :group = ['int'], [] [])

  :type = 'str'
  :type = {'message': '''',
  :format: str['{}']}'>
  :class = ['str'] [],
  :group = ['int']
  :group = ['int'], [] []]

  :type = 'class'

  :class = ['String'], [],
  :group = ['String'], [], _
  :group = ['int']
  :group = ['int'], []
  :group = ['int'], [] []]

  :type = 'int' [])

  :type = ['int'] [])
  :type = ['int'], [], _
  :group = ['int'], [] [], _
  :group = ['int'], [] [], _
  :group = ['int'], [] []]
  :type = 'int' [])
  :type = ['int'], [], _
  :group = ['int'], [] [], _

[1300 | 723.55] loss=1.71 avg=1.11
[1301 | 728.95] loss=1.58 avg=1.12
[1302 | 734.31] loss=1.06 avg=1.11
[1303 | 739.69] loss=0.63 avg=1.11
[1304 | 745.03] loss=1.21 avg=1.11
[1305 | 750.46] loss=0.90 avg=1.11
[1306 | 755.76] loss=0.68 avg=1.10
[1307 | 760.98] loss=1.30 avg=1.10
[1308 | 766.34] loss=0.74 avg=1.10
[1309 | 771.72] loss=1.26 avg=1.10
[1310 | 777.02] loss=1.18 avg=1.10
[1311 | 782.27] loss=1.09 avg=1.10
[1312 | 787.57] loss=1.34 avg=1.10
[1313 | 792.91] loss=1.51 avg=1.11
[1314 | 798.23] loss=0.99 avg=1.11
[1315 | 803.58] loss=1.43 avg=1.11
[1316 | 808.78] loss=1.00 avg=1.11
[1317 | 814.09] loss=1.55 avg=1.12
[1318 | 819.48] loss=1.11 avg=1.12
[1319 | 824.80] loss=1.20 avg=1.12
[1320 | 830.08] loss=1.49 avg=1.12
[1321 | 835.40] loss=1.44 avg=1.13
[1322 | 840.73] loss=0.79 avg=1.12
[1323 | 845.98] loss=0.60 avg=1.12
[1324 | 851.20] loss=1.03 avg=1.11
[1325 | 856.38] loss=1.04 avg=1.11
[1326 | 861.65] loss=1.04 avg=1.11
[1327 | 866.97] loss=0.70 avg=1.11
[1328 | 872.29] loss=1.42 avg=1.11
[1329 | 877.50] loss=0.71 avg=1.11
[1330 | 882.90] loss=0.65 avg=1.10
[1331 | 888.09] loss=0.93 avg=1.10
[1332 | 893.34] loss=1.55 avg=1.10
[1333 | 898.58] loss=1.49 avg=1.11
[1334 | 903.76] loss=0.80 avg=1.10
[1335 | 908.95] loss=0.45 avg=1.10
[1336 | 914.10] loss=1.69 avg=1.10
[1337 | 919.26] loss=0.81 avg=1.10
[1338 | 924.51] loss=1.33 avg=1.10
[1339 | 929.77] loss=1.14 avg=1.10
[1340 | 935.02] loss=0.93 avg=1.10
[1341 | 940.29] loss=0.79 avg=1.10
[1342 | 945.45] loss=1.35 avg=1.10
[1343 | 950.68] loss=1.07 avg=1.10
[1344 | 955.95] loss=0.83 avg=1.10
[1345 | 961.06] loss=1.33 avg=1.10
[1346 | 966.33] loss=1.79 avg=1.11
[1347 | 971.60] loss=0.70 avg=1.10
[1348 | 976.91] loss=0.86 avg=1.10
[1349 | 982.15] loss=1.22 avg=1.10
[1350 | 987.40] loss=1.20 avg=1.10
[1351 | 992.58] loss=1.33 avg=1.11
[1352 | 997.82] loss=0.91 avg=1.10
[1353 | 1003.03] loss=1.28 avg=1.11
[1354 | 1008.27] loss=1.44 avg=1.11
[1355 | 1013.48] loss=0.96 avg=1.11
[1356 | 1018.70] loss=1.14 avg=1.11
[1357 | 1023.88] loss=1.32 avg=1.11
[1358 | 1029.05] loss=1.15 avg=1.11
[1359 | 1034.21] loss=1.16 avg=1.11
[1360 | 1039.42] loss=1.61 avg=1.12
[1361 | 1044.69] loss=1.36 avg=1.12
[1362 | 1049.95] loss=1.70 avg=1.13
[1363 | 1055.21] loss=1.29 avg=1.13
[1364 | 1060.45] loss=0.96 avg=1.13
[1365 | 1065.67] loss=1.23 avg=1.13
[1366 | 1070.88] loss=2.33 avg=1.14
[1367 | 1076.04] loss=1.78 avg=1.15
[1368 | 1081.23] loss=0.91 avg=1.15
[1369 | 1086.54] loss=0.71 avg=1.14
[1370 | 1091.76] loss=1.15 avg=1.14
[1371 | 1096.89] loss=1.21 avg=1.14
[1372 | 1102.05] loss=0.69 avg=1.14
[1373 | 1107.24] loss=1.22 avg=1.14
[1374 | 1112.40] loss=1.09 avg=1.14
[1375 | 1117.63] loss=0.92 avg=1.14
[1376 | 1122.86] loss=1.33 avg=1.14
[1377 | 1128.11] loss=2.37 avg=1.15
[1378 | 1133.30] loss=0.72 avg=1.15
[1379 | 1138.53] loss=1.59 avg=1.15
[1380 | 1143.68] loss=0.96 avg=1.15
[1381 | 1148.88] loss=1.29 avg=1.15
[1382 | 1154.17] loss=0.85 avg=1.15
[1383 | 1159.41] loss=1.00 avg=1.15
[1384 | 1164.58] loss=1.65 avg=1.15
[1385 | 1169.84] loss=1.16 avg=1.15
[1386 | 1175.10] loss=1.36 avg=1.16
[1387 | 1180.32] loss=1.06 avg=1.16
[1388 | 1185.56] loss=1.16 avg=1.16
[1389 | 1190.74] loss=0.90 avg=1.15
[1390 | 1196.03] loss=1.02 avg=1.15
[1391 | 1201.31] loss=1.43 avg=1.15
[1392 | 1206.60] loss=0.99 avg=1.15
[1393 | 1211.76] loss=0.74 avg=1.15
[1394 | 1216.95] loss=0.77 avg=1.14
[1395 | 1222.15] loss=1.03 avg=1.14
[1396 | 1227.34] loss=0.91 avg=1.14
[1397 | 1232.45] loss=1.24 avg=1.14
[1398 | 1237.60] loss=0.76 avg=1.14
[1399 | 1242.80] loss=1.36 avg=1.14
Generating samples...
======== SAMPLE 1 ========
 u'.',
                              str(', %', '.',
                                           str(', %', '.',
                                       str(', %', '.', '.',
                                              ''');
                    str(', str(', %', '.', '.', str(', str(', str(', str(', str(', str(', str(', str( ', if str(', str( ', str( ', str')', '''') else string(', str(', str(', str( ', str')') ''')), ''')
              '''
                    str(', str(', str(', str(', str( ', str() * %') + '.01' ))), ''')
                str(', str(', str( ', str() * %', str( ', str() * %') + '.01' ))), ''')
              str()
               def str():
                  str(', str(', str(', str( ', str() * %' ))), ''')
                 str()

               str(_)
                str(', str(', str( ', str() * %' )), ''')
                str()

               def str():
                str(', str(', str( ', str() * %' )), ''')
               str()

             def _(self, str):
                 str(', str(', str( ', int(', str( ', str() *%' )), '''), '''),
             str(', str(', str( ', str() * %' )), ''')
              str(', str( ', str() * %' ), ''')
              str())
             return str

            def str_split(self, str, max):
              str(', str( ', str() * %' ), ''')
             str()
             return str

            def _split(self, str, max):
               str(', str( ', str() * %' ), ''')
              str()

            def str_split(self, str, max):
              str(', str( ', str() * %' ), ''')
             return str
             def _

[1400 | 1327.57] loss=2.19 avg=1.15
[1401 | 1332.96] loss=1.79 avg=1.16
[1402 | 1338.29] loss=0.31 avg=1.15
[1403 | 1343.55] loss=0.83 avg=1.14
[1404 | 1348.77] loss=1.27 avg=1.15
[1405 | 1353.96] loss=0.97 avg=1.14
[1406 | 1359.23] loss=1.34 avg=1.15
[1407 | 1364.50] loss=0.91 avg=1.14
[1408 | 1369.74] loss=1.28 avg=1.14
[1409 | 1375.04] loss=0.86 avg=1.14
[1410 | 1380.24] loss=0.88 avg=1.14
[1411 | 1385.44] loss=0.94 avg=1.14
[1412 | 1390.82] loss=1.44 avg=1.14
[1413 | 1396.06] loss=0.74 avg=1.14
[1414 | 1401.26] loss=1.52 avg=1.14
[1415 | 1406.57] loss=0.97 avg=1.14
[1416 | 1411.70] loss=0.95 avg=1.14
[1417 | 1416.89] loss=1.33 avg=1.14
[1418 | 1422.04] loss=1.64 avg=1.14
[1419 | 1427.33] loss=1.30 avg=1.15
[1420 | 1432.66] loss=0.92 avg=1.14
[1421 | 1437.90] loss=1.05 avg=1.14
[1422 | 1443.04] loss=1.35 avg=1.14
[1423 | 1448.29] loss=1.78 avg=1.15
[1424 | 1453.62] loss=1.96 avg=1.16
[1425 | 1458.99] loss=0.83 avg=1.16
[1426 | 1464.26] loss=1.58 avg=1.16
[1427 | 1469.46] loss=1.29 avg=1.16
[1428 | 1474.68] loss=1.07 avg=1.16
[1429 | 1479.95] loss=0.74 avg=1.16
[1430 | 1485.23] loss=0.97 avg=1.15
[1431 | 1490.57] loss=1.25 avg=1.16
[1432 | 1495.82] loss=1.09 avg=1.15
[1433 | 1501.10] loss=0.88 avg=1.15
[1434 | 1506.34] loss=1.07 avg=1.15
[1435 | 1511.56] loss=1.18 avg=1.15
[1436 | 1516.72] loss=1.50 avg=1.16
[1437 | 1521.97] loss=1.44 avg=1.16
[1438 | 1527.27] loss=1.66 avg=1.16
[1439 | 1532.56] loss=1.34 avg=1.17
[1440 | 1537.88] loss=1.03 avg=1.16
[1441 | 1543.10] loss=1.21 avg=1.16
[1442 | 1548.30] loss=1.66 avg=1.17
[1443 | 1553.44] loss=1.27 avg=1.17
[1444 | 1558.69] loss=1.47 avg=1.17
[1445 | 1564.01] loss=1.50 avg=1.18
[1446 | 1569.40] loss=1.27 avg=1.18
[1447 | 1574.72] loss=1.14 avg=1.18
[1448 | 1580.03] loss=1.73 avg=1.18
[1449 | 1585.42] loss=0.92 avg=1.18
[1450 | 1590.66] loss=0.94 avg=1.18
[1451 | 1596.02] loss=1.29 avg=1.18
[1452 | 1601.36] loss=1.08 avg=1.18
[1453 | 1606.55] loss=0.74 avg=1.17
[1454 | 1611.92] loss=1.07 avg=1.17
[1455 | 1617.30] loss=1.55 avg=1.18
[1456 | 1622.56] loss=1.02 avg=1.18
[1457 | 1627.80] loss=1.15 avg=1.18
[1458 | 1633.00] loss=0.91 avg=1.17
[1459 | 1638.21] loss=0.85 avg=1.17
[1460 | 1643.39] loss=0.85 avg=1.17
[1461 | 1648.61] loss=0.77 avg=1.16
[1462 | 1653.81] loss=1.84 avg=1.17
[1463 | 1658.98] loss=1.35 avg=1.17
[1464 | 1664.36] loss=0.74 avg=1.17
[1465 | 1669.58] loss=1.03 avg=1.16
[1466 | 1674.79] loss=1.29 avg=1.17
[1467 | 1680.04] loss=1.05 avg=1.16
[1468 | 1685.32] loss=1.01 avg=1.16
[1469 | 1690.67] loss=1.46 avg=1.17
[1470 | 1695.89] loss=0.69 avg=1.16
[1471 | 1701.17] loss=0.89 avg=1.16
[1472 | 1706.47] loss=1.11 avg=1.16
[1473 | 1711.68] loss=0.92 avg=1.16
[1474 | 1716.93] loss=1.26 avg=1.16
[1475 | 1722.09] loss=0.67 avg=1.15
[1476 | 1727.35] loss=0.86 avg=1.15
[1477 | 1732.56] loss=1.51 avg=1.15
[1478 | 1737.75] loss=0.65 avg=1.15
[1479 | 1742.97] loss=1.00 avg=1.14
[1480 | 1748.21] loss=0.71 avg=1.14
[1481 | 1753.42] loss=1.35 avg=1.14
[1482 | 1758.74] loss=0.84 avg=1.14
[1483 | 1764.03] loss=1.18 avg=1.14
[1484 | 1769.37] loss=0.74 avg=1.14
[1485 | 1774.68] loss=1.86 avg=1.14
[1486 | 1780.10] loss=1.16 avg=1.14
[1487 | 1785.32] loss=1.07 avg=1.14
[1488 | 1790.48] loss=1.01 avg=1.14
[1489 | 1795.67] loss=1.21 avg=1.14
[1490 | 1800.82] loss=1.27 avg=1.14
[1491 | 1806.06] loss=0.69 avg=1.14
[1492 | 1811.24] loss=0.90 avg=1.14
[1493 | 1816.49] loss=2.15 avg=1.15
[1494 | 1821.79] loss=1.85 avg=1.15
[1495 | 1827.08] loss=0.95 avg=1.15
[1496 | 1832.23] loss=0.94 avg=1.15
[1497 | 1837.40] loss=1.38 avg=1.15
[1498 | 1842.67] loss=0.88 avg=1.15
[1499 | 1847.92] loss=0.94 avg=1.15
Generating samples...
======== SAMPLE 1 ========
      "The data type:
                        "Pid",                       "Foo",                    "pops",                    "giant",     "penguin")
        self.bbox.copy_pid_data(False)
        self.c_vx_data = self.f_vx_data[1:]
        self.c_vx_data = c_vx_data[1:]
        if self.bbox.get_data is not None:
               self.bbox.copy_data = False
        self.c_vx_data = self.c_vx_data[1:]
        self.c_vx_data = c_vx_data[1:]
        return self<|endoftext|>From TheOLAP

1 Explicit #41 - Losing the day

The day that the Losing the day (Midsummer 2014) event is not being displayed is being marked by "Day to Day Midsummer 2014" in that the event date has been changed. This is done so that in all the event files and subfolders that are being added, the event may not be marked in that date. [1]


The day is not being displayed for some subfolders, such as in the following files:

Subfolder

Midsummer

The following files are being marked as being dropped as well when they are placed:

Midsummer's

Midsummer's.zip

/usr/lib/dcl/dcl/Midsummer.zip

Midsummer's_data.zip

/usr/lib/dcl/dcl/LosingOfTheDayMidsummer.zip

Losingtheday_day_scalar.png

/usr/lib/dcl/dcl/LosingOfTheDayMidsummer.png


From a list of subfolders that are being added to a list at a time, the day is not being displayed by any of those files. This is done so that in all the individual subfolders that are being shown, the day may not actually be displayed or drop by any directory that is under the subfolders in the folder in its file name and subfolders where it is, that the event will be displayed by the following file names for the subfolders/sub_folder as well:

Subfolder

Midsummer

The following files are being marked as being dropped and re-added as well when those subfolders/sub_folder are added. This is done so that all the subfolders or sub_folder that are being shown at any point will have the event appear on each of its subfolders/sub_folder's

Subfolder

Midsummer

For the sub directories that are being added to the list (i.e. their subfolders) by default, the day is being displayed by the following filenames:

Subfolder

Midsummer's


For the subfolders that do NOT yet exist within files in that subfolder, it will simply replace them when they are added, and will not even exist in the subsequent files. This allows for a very common nonfunctional day which simply has no event.


From a list of subfolders that are already in that folder, it will also replace them when they will be added, and will not even exist in the subsequent files. This allows for a very common nonfunctional day which simply has no event.


From a list of subfolders that are already in that folder, it will also replace them when they will be added, and will NOT even exist in the subsequent files. This allows for a very common nonfunctional day which simply has no event.


From a list of subfolders that are already in That subfolder, it will also replace it when it will appear there on each of its sub folder's:

Subfolder

Midsummer

The previous day that is being displayed in the Subfolder will be replaced with the day of the event which has been displayed for it. [2]


Losing the

[1500 | 1931.89] loss=0.80 avg=1.14
[1501 | 1937.12] loss=0.83 avg=1.14
[1502 | 1942.32] loss=1.13 avg=1.14
[1503 | 1947.58] loss=1.70 avg=1.15
[1504 | 1952.88] loss=1.29 avg=1.15
[1505 | 1958.20] loss=1.43 avg=1.15
[1506 | 1963.38] loss=1.06 avg=1.15
[1507 | 1968.67] loss=1.23 avg=1.15
[1508 | 1973.90] loss=1.02 avg=1.15
[1509 | 1979.15] loss=0.86 avg=1.15
[1510 | 1984.52] loss=1.15 avg=1.15
[1511 | 1989.82] loss=0.83 avg=1.14
[1512 | 1995.11] loss=0.71 avg=1.14
[1513 | 2000.30] loss=1.66 avg=1.14
[1514 | 2005.48] loss=1.47 avg=1.15
[1515 | 2010.60] loss=1.20 avg=1.15
[1516 | 2015.69] loss=0.95 avg=1.15
[1517 | 2020.85] loss=1.02 avg=1.14
[1518 | 2026.00] loss=1.39 avg=1.15
[1519 | 2031.21] loss=0.94 avg=1.14
[1520 | 2036.34] loss=0.88 avg=1.14
[1521 | 2041.48] loss=0.87 avg=1.14
[1522 | 2046.61] loss=1.16 avg=1.14
[1523 | 2051.74] loss=0.97 avg=1.14
[1524 | 2056.92] loss=1.15 avg=1.14
[1525 | 2062.10] loss=0.97 avg=1.14
[1526 | 2067.27] loss=1.47 avg=1.14
[1527 | 2072.39] loss=0.90 avg=1.14
[1528 | 2077.63] loss=0.37 avg=1.13
[1529 | 2082.84] loss=0.93 avg=1.13
[1530 | 2088.00] loss=1.44 avg=1.13
[1531 | 2093.20] loss=1.16 avg=1.13
[1532 | 2098.47] loss=0.73 avg=1.13
[1533 | 2103.75] loss=1.65 avg=1.13
[1534 | 2108.96] loss=1.04 avg=1.13
[1535 | 2114.30] loss=0.85 avg=1.13
[1536 | 2119.58] loss=0.98 avg=1.13
[1537 | 2124.87] loss=1.02 avg=1.13
[1538 | 2130.06] loss=3.66 avg=1.15
[1539 | 2135.19] loss=0.71 avg=1.15
[1540 | 2140.39] loss=1.62 avg=1.15
[1541 | 2145.65] loss=1.08 avg=1.15
[1542 | 2150.85] loss=1.48 avg=1.15
[1543 | 2156.05] loss=1.06 avg=1.15
[1544 | 2161.23] loss=1.10 avg=1.15
[1545 | 2166.51] loss=1.13 avg=1.15
[1546 | 2171.73] loss=2.05 avg=1.16
[1547 | 2176.89] loss=0.98 avg=1.16
[1548 | 2182.05] loss=1.64 avg=1.16
[1549 | 2187.22] loss=1.04 avg=1.16
[1550 | 2192.48] loss=1.10 avg=1.16
[1551 | 2197.84] loss=1.43 avg=1.17
[1552 | 2203.04] loss=0.79 avg=1.16
[1553 | 2208.33] loss=1.45 avg=1.16
[1554 | 2213.57] loss=0.76 avg=1.16
[1555 | 2218.92] loss=1.27 avg=1.16
[1556 | 2224.22] loss=1.04 avg=1.16
[1557 | 2229.53] loss=1.22 avg=1.16
[1558 | 2234.81] loss=1.86 avg=1.17
[1559 | 2240.16] loss=0.95 avg=1.17
[1560 | 2245.33] loss=1.18 avg=1.17
[1561 | 2250.50] loss=1.28 avg=1.17
[1562 | 2255.66] loss=1.10 avg=1.17
[1563 | 2260.76] loss=1.43 avg=1.17
[1564 | 2265.80] loss=0.37 avg=1.16
[1565 | 2270.92] loss=1.75 avg=1.17
[1566 | 2276.09] loss=1.08 avg=1.17
[1567 | 2281.22] loss=1.47 avg=1.17
[1568 | 2286.41] loss=0.78 avg=1.17
[1569 | 2291.58] loss=1.01 avg=1.16
[1570 | 2296.78] loss=1.64 avg=1.17
[1571 | 2301.96] loss=1.43 avg=1.17
[1572 | 2307.13] loss=1.08 avg=1.17
[1573 | 2312.35] loss=0.63 avg=1.16
[1574 | 2317.52] loss=0.89 avg=1.16
